,date,day_quarter,kwh
11623,11/2015,2.0,3166252326.0
11624,11/2015,2.0,3167079744.0
11625,11/2015,2.0,3167907263.0
11626,11/2015,2.0,3168734878.0
11627,11/2015,3.0,3169562590.0
11628,11/2015,3.0,3170390406.0
11629,11/2015,3.0,3171218324.0
11630,11/2015,3.0,3172046332.0
11631,11/2015,3.0,3172874442.0
11632,11/2015,3.0,3173702662.0
11633,11/2015,3.0,3174530983.0
11634,11/2015,3.0,3175359408.0
11635,11/2015,3.0,3176187938.0
11636,11/2015,3.0,3177016562.0
11637,11/2015,3.0,3177845275.0
11638,11/2015,3.0,3178674068.0
11639,11/2015,3.0,3179502934.0
11640,11/2015,3.0,3180331874.0
11641,11/2015,3.0,3181160882.0
11642,11/2015,3.0,3181989954.0
11643,11/2015,3.0,3182819086.0
11644,11/2015,3.0,3183648273.0
11645,11/2015,,3184477517.0
11646,11/2015,,3185306816.0
11647,11/2015,,3186136168.0
11648,11/2015,,3186965570.0
11649,11/2015,,3187795031.0
11650,11/2015,,3188624571.0
11651,11/2015,,3189454192.0
11652,11/2015,,3190283895.0
11653,11/2015,,3191113681.0
11654,11/2015,,3191943558.0
11655,11/2015,,3192773520.0
11656,11/2015,,3193603571.0
11657,11/2015,2.0,3194433708.0
11658,11/2015,2.0,3195263932.0
11659,11/2015,2.0,3196094244.0
11660,11/2015,2.0,3196924642.0
11661,11/2015,2.0,3197755125.0
11662,11/2015,2.0,3198585694.0
11663,11/2015,2.0,3199416347.0
11664,11/2015,2.0,3200247083.0
11665,11/2015,2.0,3201077904.0
11666,11/2015,2.0,3201908809.0
11667,11/2015,2.0,3202739797.0
11668,11/2015,2.0,3203570867.0
11669,11/2015,2.0,3204402019.0
11670,11/2015,2.0,3205233250.0
11671,11/2015,2.0,3206064561.0
11672,11/2015,2.0,3206895952.0
11673,11/2015,2.0,3207727425.0
11674,11/2015,2.0,3208558978.0
11675,11/2015,2.0,3209390610.0
11676,11/2015,2.0,3210222326.0
11677,11/2015,2.0,3211054127.0
11678,11/2015,2.0,3211886016.0
11679,11/2015,2.0,3212717992.0
11680,11/2015,2.0,3213550053.0
11681,11/2015,2.0,3214382204.0
11682,11/2015,2.0,3215214439.0
11683,11/2015,2.0,3216046757.0
11684,11/2015,2.0,3216879158.0
11685,11/2015,2.0,3217711643.0
11686,11/2015,2.0,3218544225.0
11687,11/2015,2.0,3219376875.0
11688,11/2015,2.0,3220209576.0
11689,11/2015,2.0,3221042333.0
11690,11/2015,2.0,3221875154.0
11691,11/2015,1.0,3222708051.0
11692,11/2015,1.0,3223541021.0
11693,11/2015,1.0,3224374060.0
11694,11/2015,1.0,3225207175.0
11695,11/2015,1.0,3226040377.0
11696,11/2015,1.0,3226873673.0
11697,11/2015,1.0,3227707063.0
11698,11/2015,1.0,3228540553.0
11699,11/2015,1.0,3229374148.0
11700,11/2015,1.0,3230207847.0
11701,11/2015,1.0,3231041651.0
11702,11/2015,1.0,3231875562.0
11703,11/2015,1.0,3232709581.0
11704,11/2015,1.0,3233543705.0
11705,11/2015,1.0,3234377937.0
11706,11/2015,1.0,3235212273.0
11707,11/2015,1.0,3236046721.0
11708,11/2015,1.0,3236881279.0
11709,11/2015,1.0,3237715946.0
11710,11/2015,1.0,3238550717.0
11711,11/2015,1.0,3239385592.0
11712,11/2015,2.0,3240220563.0
11713,11/2015,2.0,3241055628.0
11714,11/2015,2.0,3241890778.0
11715,11/2015,2.0,3242726011.0
11716,11/2015,2.0,3243561334.0
11717,11/2015,2.0,3244396757.0
11718,11/2015,2.0,3245232250.0
11719,11/2015,2.0,3246067858.0
11720,11/2015,2.0,3246903588.0
11721,11/2015,2.0,3247739433.0
11722,11/2015,2.0,3248575458.0
11723,11/2015,2.0,3249411582.0
11724,11/2015,2.0,3250247805.0
11725,11/2015,2.0,3251084129.0
11726,11/2015,2.0,3251920549.0
11727,11/2015,3.0,3252757065.0
11728,11/2015,3.0,3253593674.0
11729,11/2015,3.0,3254430369.0
11730,11/2015,3.0,3255267158.0
11731,11/2015,3.0,3256104051.0
11732,11/2015,3.0,3256941038.0
11733,11/2015,3.0,3257778118.0
11734,11/2015,3.0,3258615295.0
11735,11/2015,3.0,3259452571.0
11736,11/2015,3.0,3260289942.0
11737,11/2015,3.0,3261127401.0
11738,11/2015,3.0,3261964934.0
11739,11/2015,3.0,3262802541.0
11740,11/2015,3.0,3263640221.0
11741,11/2015,3.0,3264477970.0
11742,11/2015,3.0,3265315790.0
11743,11/2015,3.0,3266153674.0
11744,11/2015,,3266991622.0
11745,11/2015,,3267829631.0
11746,11/2015,,3268667698.0
11747,11/2015,,3269505822.0
11748,11/2015,,3270344009.0
11749,11/2015,,3271182286.0
11750,11/2015,,3272020654.0
11751,11/2015,,3272859114.0
11752,11/2015,,3273697664.0
11753,11/2015,,3274536308.0
11754,11/2015,,3275375047.0
11755,11/2015,,3276213879.0
11756,11/2015,,3277052805.0
11757,11/2015,2.0,3277891824.0
11758,11/2015,2.0,3278730936.0
11759,11/2015,2.0,3279570140.0
11760,11/2015,2.0,3280409437.0
11761,11/2015,2.0,3281248826.0
11762,11/2015,2.0,3282088306.0
11763,11/2015,2.0,3282927877.0
11764,11/2015,2.0,3283767541.0
11765,11/2015,2.0,3284607295.0
11766,11/2015,2.0,3285447137.0
11767,11/2015,2.0,3286287070.0
11768,11/2015,2.0,3287127091.0
11769,11/2015,2.0,3287967196.0
11770,11/2015,2.0,3288807384.0
11771,11/2015,2.0,3289647661.0
11772,11/2015,2.0,3290488026.0
11773,11/2015,2.0,3291328478.0
11774,11/2015,2.0,3292169019.0
11775,11/2015,2.0,3293009646.0
11776,11/2015,2.0,3293850359.0
11777,11/2015,2.0,3294691159.0
11778,11/2015,2.0,3295532046.0
11779,11/2015,2.0,3296373022.0
11780,11/2015,2.0,3297214086.0
11781,11/2015,2.0,3298055231.0
11782,11/2015,2.0,3298896454.0
11783,11/2015,2.0,3299737755.0
11784,11/2015,2.0,3300579138.0
11785,11/2015,2.0,3301420603.0
11786,11/2015,2.0,3302262148.0
11787,11/2015,2.0,3303103775.0
11788,11/2015,2.0,3303945488.0
11789,11/2015,2.0,3304787291.0
11790,11/2015,2.0,3305629195.0
11791,11/2015,1.0,3306471218.0
11792,11/2015,1.0,3307313311.0
11793,11/2015,1.0,3308155478.0
11794,11/2015,1.0,3308997716.0
11795,11/2015,1.0,3309840026.0
11796,11/2015,1.0,3310682413.0
11797,11/2015,1.0,3311524884.0
11798,11/2015,1.0,3312367438.0
11799,11/2015,1.0,3313210077.0
11800,11/2015,1.0,3314052809.0
11801,11/2015,1.0,3314895638.0
11802,11/2015,1.0,3315738568.0
11803,11/2015,1.0,3316581600.0
11804,11/2015,1.0,3317424736.0
11805,11/2015,1.0,3318267980.0
11806,11/2015,1.0,3319111326.0
11807,11/2015,1.0,3319954775.0
11808,11/2015,1.0,3320798328.0
11809,11/2015,1.0,3321641982.0
11810,11/2015,1.0,3322485736.0
11811,11/2015,1.0,3323329588.0
11812,11/2015,1.0,3324173541.0
11813,11/2015,2.0,3325017588.0
11814,11/2015,2.0,3325861721.0
11815,11/2015,2.0,3326705940.0
11816,11/2015,2.0,3327550247.0
11817,11/2015,2.0,3328394653.0
11818,11/2015,2.0,3329239164.0
11819,11/2015,2.0,3330083787.0
11820,11/2015,2.0,3330928521.0
11821,11/2015,2.0,3331773363.0
11822,11/2015,2.0,3332618313.0
11823,11/2015,2.0,3333463365.0
11824,11/2015,2.0,3334308519.0
11825,11/2015,2.0,3335153780.0
11826,11/2015,2.0,3335999151.0
11827,11/2015,2.0,3336844629.0
11828,11/2015,2.0,3337690219.0
11829,11/2015,2.0,3338535918.0
11830,11/2015,3.0,3339381723.0
11831,11/2015,3.0,3340227622.0
11832,11/2015,3.0,3341073616.0
11833,11/2015,3.0,3341919709.0
11834,11/2015,3.0,3342765913.0
11835,11/2015,3.0,3343612225.0
11836,11/2015,3.0,3344458644.0
11837,11/2015,3.0,3345305166.0
11838,11/2015,3.0,3346151785.0
11839,11/2015,3.0,3346998497.0
11840,11/2015,3.0,3347845294.0
11841,11/2015,3.0,3348692169.0
11842,11/2015,3.0,3349539119.0
11843,11/2015,3.0,3350386139.0
11844,11/2015,3.0,3351233226.0
11845,11/2015,3.0,3352080377.0
11846,11/2015,3.0,3352927590.0
11847,11/2015,,3353774859.0
11848,11/2015,,3354622187.0
11849,11/2015,,3355469571.0
11850,11/2015,,3356317021.0
11851,11/2015,,3357164557.0
11852,11/2015,,3358012184.0
11853,11/2015,,3358859902.0
11854,11/2015,,3359707712.0
11855,11/2015,,3360555612.0
11856,11/2015,,3361403604.0
11857,11/2015,,3362251688.0
11858,11/2015,,3363099864.0
11859,11/2015,,3363948133.0
11860,11/2015,2.0,3364796496.0
11861,11/2015,2.0,3365644952.0
11862,11/2015,2.0,3366493498.0
11863,11/2015,2.0,3367342136.0
11864,11/2015,2.0,3368190865.0
11865,11/2015,2.0,3369039683.0
11866,11/2015,2.0,3369888591.0
11867,11/2015,2.0,3370737588.0
11868,11/2015,2.0,3371586672.0
11869,11/2015,2.0,3372435843.0
11870,11/2015,2.0,3373285101.0
11871,11/2015,2.0,3374134446.0
11872,11/2015,2.0,3374983875.0
11873,11/2015,2.0,3375833395.0
11874,11/2015,2.0,3376683006.0
11875,11/2015,2.0,3377532708.0
